D:\data\IMG\center_2019_08_15_20_27_45_052.jpg, D:\data\IMG\left_2019_08_15_20_27_45_052.jpg, D:\data\IMG\right_2019_08_15_20_27_45_052.jpg, 0, 0, 0, 7.835055E-05
D:\data\IMG\center_2019_08_15_20_27_45_155.jpg, D:\data\IMG\left_2019_08_15_20_27_45_155.jpg, D:\data\IMG\right_2019_08_15_20_27_45_155.jpg, 0, 0, 0, 7.800342E-05
D:\data\IMG\center_2019_08_15_20_27_45_256.jpg, D:\data\IMG\left_2019_08_15_20_27_45_256.jpg, D:\data\IMG\right_2019_08_15_20_27_45_256.jpg, 0, 0, 0, 7.889844E-05
D:\data\IMG\center_2019_08_15_20_27_45_358.jpg, D:\data\IMG\left_2019_08_15_20_27_45_358.jpg, D:\data\IMG\right_2019_08_15_20_27_45_358.jpg, 0, 0, 0, 8.013591E-05
D:\data\IMG\center_2019_08_15_20_27_45_461.jpg, D:\data\IMG\left_2019_08_15_20_27_45_461.jpg, D:\data\IMG\right_2019_08_15_20_27_45_461.jpg, 0, 0, 0, 7.964129E-05
D:\data\IMG\center_2019_08_15_20_27_45_563.jpg, D:\data\IMG\left_2019_08_15_20_27_45_563.jpg, D:\data\IMG\right_2019_08_15_20_27_45_563.jpg, 0, 0, 0, 8.018355E-05
D:\data\IMG\center_2019_08_15_20_27_45_663.jpg, D:\data\IMG\left_2019_08_15_20_27_45_663.jpg, D:\data\IMG\right_2019_08_15_20_27_45_663.jpg, 0, 0, 0, 7.772365E-05
D:\data\IMG\center_2019_08_15_20_27_45_764.jpg, D:\data\IMG\left_2019_08_15_20_27_45_764.jpg, D:\data\IMG\right_2019_08_15_20_27_45_764.jpg, 0, 0, 0, 7.812929E-05
D:\data\IMG\center_2019_08_15_20_27_45_868.jpg, D:\data\IMG\left_2019_08_15_20_27_45_868.jpg, D:\data\IMG\right_2019_08_15_20_27_45_868.jpg, 0, 0, 0, 7.802463E-05
D:\data\IMG\center_2019_08_15_20_27_45_970.jpg, D:\data\IMG\left_2019_08_15_20_27_45_970.jpg, D:\data\IMG\right_2019_08_15_20_27_45_970.jpg, 0, 0, 0, 7.987103E-05
D:\data\IMG\center_2019_08_15_20_27_46_071.jpg, D:\data\IMG\left_2019_08_15_20_27_46_071.jpg, D:\data\IMG\right_2019_08_15_20_27_46_071.jpg, 0, 0, 0, 7.845752E-05
D:\data\IMG\center_2019_08_15_20_27_46_174.jpg, D:\data\IMG\left_2019_08_15_20_27_46_174.jpg, D:\data\IMG\right_2019_08_15_20_27_46_174.jpg, 0, 0, 0, 7.961466E-05
D:\data\IMG\center_2019_08_15_20_27_46_276.jpg, D:\data\IMG\left_2019_08_15_20_27_46_276.jpg, D:\data\IMG\right_2019_08_15_20_27_46_276.jpg, 0, 0, 0, 7.823647E-05
D:\data\IMG\center_2019_08_15_20_27_46_376.jpg, D:\data\IMG\left_2019_08_15_20_27_46_376.jpg, D:\data\IMG\right_2019_08_15_20_27_46_376.jpg, 0, 0, 0, 7.963837E-05
D:\data\IMG\center_2019_08_15_20_27_46_479.jpg, D:\data\IMG\left_2019_08_15_20_27_46_479.jpg, D:\data\IMG\right_2019_08_15_20_27_46_479.jpg, 0, 0, 0, 7.87141E-05
D:\data\IMG\center_2019_08_15_20_27_46_586.jpg, D:\data\IMG\left_2019_08_15_20_27_46_586.jpg, D:\data\IMG\right_2019_08_15_20_27_46_586.jpg, 0, 0, 0, 7.798152E-05
D:\data\IMG\center_2019_08_15_20_27_46_688.jpg, D:\data\IMG\left_2019_08_15_20_27_46_688.jpg, D:\data\IMG\right_2019_08_15_20_27_46_688.jpg, 0, 0.0307911, 0, 0.04118203
D:\data\IMG\center_2019_08_15_20_27_46_789.jpg, D:\data\IMG\left_2019_08_15_20_27_46_789.jpg, D:\data\IMG\right_2019_08_15_20_27_46_789.jpg, 0, 0.3257142, 0, 0.2449581
D:\data\IMG\center_2019_08_15_20_27_46_890.jpg, D:\data\IMG\left_2019_08_15_20_27_46_890.jpg, D:\data\IMG\right_2019_08_15_20_27_46_890.jpg, 0, 0.4767327, 0, 0.7637964
D:\data\IMG\center_2019_08_15_20_27_46_990.jpg, D:\data\IMG\left_2019_08_15_20_27_46_990.jpg, D:\data\IMG\right_2019_08_15_20_27_46_990.jpg, 0, 0.1869147, 0, 1.128286
D:\data\IMG\center_2019_08_15_20_27_47_093.jpg, D:\data\IMG\left_2019_08_15_20_27_47_093.jpg, D:\data\IMG\right_2019_08_15_20_27_47_093.jpg, 0, 0.0134181, 0, 1.171816
D:\data\IMG\center_2019_08_15_20_27_47_196.jpg, D:\data\IMG\left_2019_08_15_20_27_47_196.jpg, D:\data\IMG\right_2019_08_15_20_27_47_196.jpg, 0, 0.3773184, 0, 1.494013
D:\data\IMG\center_2019_08_15_20_27_47_300.jpg, D:\data\IMG\left_2019_08_15_20_27_47_300.jpg, D:\data\IMG\right_2019_08_15_20_27_47_300.jpg, 0, 0.6760433, 0, 2.149384
D:\data\IMG\center_2019_08_15_20_27_47_402.jpg, D:\data\IMG\left_2019_08_15_20_27_47_402.jpg, D:\data\IMG\right_2019_08_15_20_27_47_402.jpg, 0, 0.9732695, 0, 3.174177
D:\data\IMG\center_2019_08_15_20_27_47_505.jpg, D:\data\IMG\left_2019_08_15_20_27_47_505.jpg, D:\data\IMG\right_2019_08_15_20_27_47_505.jpg, 0, 1, 0, 4.344057
D:\data\IMG\center_2019_08_15_20_27_47_607.jpg, D:\data\IMG\left_2019_08_15_20_27_47_607.jpg, D:\data\IMG\right_2019_08_15_20_27_47_607.jpg, 0, 1, 0, 5.506367
D:\data\IMG\center_2019_08_15_20_27_47_710.jpg, D:\data\IMG\left_2019_08_15_20_27_47_710.jpg, D:\data\IMG\right_2019_08_15_20_27_47_710.jpg, -0.2695857, 1, 0, 6.642979
D:\data\IMG\center_2019_08_15_20_27_47_809.jpg, D:\data\IMG\left_2019_08_15_20_27_47_809.jpg, D:\data\IMG\right_2019_08_15_20_27_47_809.jpg, -0.1973328, 1, 0, 7.76403
D:\data\IMG\center_2019_08_15_20_27_47_913.jpg, D:\data\IMG\left_2019_08_15_20_27_47_913.jpg, D:\data\IMG\right_2019_08_15_20_27_47_913.jpg, 0, 1, 0, 8.887854
D:\data\IMG\center_2019_08_15_20_27_48_015.jpg, D:\data\IMG\left_2019_08_15_20_27_48_015.jpg, D:\data\IMG\right_2019_08_15_20_27_48_015.jpg, -0.0627837, 1, 0, 10.2269
D:\data\IMG\center_2019_08_15_20_27_48_118.jpg, D:\data\IMG\left_2019_08_15_20_27_48_118.jpg, D:\data\IMG\right_2019_08_15_20_27_48_118.jpg, -0.3597414, 1, 0, 11.29166
D:\data\IMG\center_2019_08_15_20_27_48_220.jpg, D:\data\IMG\left_2019_08_15_20_27_48_220.jpg, D:\data\IMG\right_2019_08_15_20_27_48_220.jpg, -0.21183, 1, 0, 12.42196
D:\data\IMG\center_2019_08_15_20_27_48_325.jpg, D:\data\IMG\left_2019_08_15_20_27_48_325.jpg, D:\data\IMG\right_2019_08_15_20_27_48_325.jpg, 0, 1, 0, 13.42742
D:\data\IMG\center_2019_08_15_20_27_48_426.jpg, D:\data\IMG\left_2019_08_15_20_27_48_426.jpg, D:\data\IMG\right_2019_08_15_20_27_48_426.jpg, -0.2154693, 1, 0, 14.42878
